Nom de l'établissement;Adresse;Site Web;;;;;;;;;;Status
Cam K Massages bien-être by haimé;1 Rue Panhard et Levassor 78570 Chanteloup-les-Vignes France;;;;;;;;;;;
CALM Massage Bien-être;28 Rue Alfred Kastler Zac De La Vatine 76130 Mont-Saint-Aignan France;https://www.planity.com/calm-massage-bien-etre-76130-mont-saint-aignan;;;;;;;;;;Traité
CALEYA Bulle de Bien-Être;Allée des Landes de Cabaniou 40390 Saint-Martin-de-Seignanx France;;;;;;;;;;;
Cabinet de massage et maderotherapie Vivre bien-être;3 Bis Rue Truc des Mazes 34820 Teyran France;https://vivrebienetre.fr/;;;;;;;;;;Traité
Cabinet Dagaz - Massages & techniques de bien-être;1 Place Notre Dame 22600 Loudéac France;http://www.dagaz-mld.com/;;;;;;;;;;Traité
Cabinet bien-être féminin - Chaïma Meharech;47 Rue du Bal Champêtre 27400 Louviers France;https://www.naturopathepraticienne.com/;;;;;;;;;;Traité
Cabinet Bien-Être - Aime La Plagne;213 Av. de la Tarentaise 73210 Aime-la-Plagne France;;;;;;;;;;;
Cabinet Bien-Être;3 Pl. de la République 17290 Aigrefeuille-d'Aunis France;;;;;;;;;;;
Cabinet Bel'harmonie - Energéticienne & massages bien-être;24 Rue Victor Hugo 78350 Jouy-en-Josas France;http://www.cabinet-belharmonie.fr/;;;;;;;;;;Traité
C’Line Bien-Etre;23 Rue de la Corvée 88480 Étival-Clairefontaine France;http://www.clinebienetre.fr/;;;;;;;;;;Traité
C. L'Instant Bien-Être;15 Rue du Gén de Gaulle 27340 Pont-de-l'Arche France;;;;;;;;;;;
C essentiElle institut de bien-être & Beauté - Formations professionnelles;1 bis Rue Charles Desailly 62860 Oisy-le-Verger France;https://www.planity.com/c-essentielle-62860-oisy-le-verger;;;;;;;;;;Traité
Bulles De Bien Etre;2 Rue de la Tour 87190 Magnac-Laval France;https://www.bulles-de-bien-etre-87.fr/;;;;;;;;;;Traité
Bulle massage - massages bien-être sur mesure;2950 Rte de Gouttenoire 42440 Les Salles France;https://www.bulle-massage.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3315531072695161150;;;;;;;;;;Traité
Bulle d'éKilibre réflexologie, shiatsu, massage bien-être, La Bouilladisse 13;280 Av. de la Malvesine 13720 La Bouilladisse France;http://www.shiatsu-reflexologie-massage-13.fr/;;;;;;;;;;Traité
Bulle de bien-être en Gaume asbl;103 Anc. Chem. de Mons 30100 Alès France;;;;;;;;;;;
Bulle De Bien-Être;1415 Rte de Jassans 01560 Saint-Nizier-le-Bouchoux France;;;;;;;;;;;
Bulle de bien-etre;2 Rue du Marin 60940 Cinqueux France;https://www.planity.com/bulle-de-bien-etre-60940-cinqueux;;;;;;;;;;Traité
Bulle de Bien Etre;Rue de Madrid 12000 Rodez France;http://www.bulles-de-bien-etre.fr/;;;;;;;;;;Traité
Bulle Bien Etre;19 Rue de la République 50600 Saint-Hilaire-du-Harcouët France;https://www.planity.com/bulle-bien-etre-50600-saint-hilaire-du-harcouet;;;;;;;;;;Traité
Brocéliande Beauté et Bien-être;31 Rue nationale 56430 Mauron France;;;;;;;;;;;
BODY AREA - Massage - Bien-être - Bretagne;6 Pl. de l'Église 22600 Saint-Caradec France;https://www.body-area.com/;;;;;;;;;;Traité
Bluenn Boulon - Massages bien-être et accompagnement à la naissance;1 Rés Condamine 39570 Perrigny France;http://www.bluennboulon.fr/;;;;;;;;;;Traité
Bliss Bien-être;9 Av. de Valmy 77500 Chelles France;https://www.bliss-bien-etre.fr/;;;;;;;;;;Traité
Bioluminescence - institut de beauté & boutique bien-être;Promenade d'Artois 320 Rue d'Artois 62161 Duisans France;https://bio-luminescence.fr/;;;;;;;;;;Traité
Bienvenue chez Maud;19 Av. de la Gare 80200 Doingt France;https://www.bienvenuechezmaud.fr/;;;;;;;;;;Traité
Bienvenue Bébé;15 Rue du Gén de Gaulle 27340 Pont-de-l'Arche France;http://www.bienvenue-bebe.com/;;;;;;;;;;Traité
Bien-Naître Lourdes;23 Bd Roger Cazenave 65100 Lourdes France;https://biennaitre-massage-lourdes.fr/;;;;;;;;;;Traité
Bien-être Soi;19 bis Rue Pierre Mendès France 27320 Nonancourt France;https://www.bien-etre-soi.fr/;;;;;;;;;;Traité
Bien-être Reventinois (massages bien-être Vienne et alentours);72 Chem. de Moras 38121 Reventin-Vaugris France;https://dumasannesophie69.wixsite.com/bien-etrereventinois;;;;;;;;;;Traité
Bien-Être Retrouvé (Rachel Mongin);Le Lineau - les Aubiers n°36 79250 Nueil-les-Aubiers France;http://bien-etre-retrouve.fr/;;;;;;;;;;Traité
BIEN-ÊTRE POUR VOUS - Massage et hypnothérapie;Pl. Jacques du Bellay 37340 Savigné-sur-Lathan France;https://www.bienetrepourvous.fr/;;;;;;;;;;Traité
Bien-être pour tous;2 Av. d'Haouza 72100 Le Mans France;http://www.bienetre-lemans.fr/?utm_source=gmb;;;;;;;;;;Traité
Bien-être Massage & Yoga;Rte de la Cathedrale 20217 Saint-Florent France;https://dugardfranc.wixsite.com/my-site-1;;;;;;;;;;Traité
Bien-être et Harmonie;9 Rue de la Plage 76910 Criel-sur-Mer France;http://sites.google.com/view/bienetre-harmonie-criel;;;;;;;;;;Traité
Bien-être et équilibre - réflexologie;35 Bis Rte de Corzent 74200 Anthy-sur-Léman France;;;;;;;;;;;
Bien-être du corps et de l’esprit;18 Rue des Roses 67520 Marlenheim France;https://www.sabine-bienetre.com/;;;;;;;;;;Traité
Bien-être de l'Aveyron;impasse bellevue 5 lotissement Bel Air 12520 Aguessac France;;;;;;;;;;;
Bien-être by Yo - Massages Gaillac;20 Rue Jean Jaurès 81600 Gaillac France;http://www.bienetrebyyo.fr/;;;;;;;;;;Traité
Bien-être by Stephanie;Camping Cap Sud Av. de la Mer 66200 Alénya France;http://bienetrebystephanie.fr/;;;;;;;;;;Traité
Bien-être by So' - Massages, Access Bars® & Hypnose;501 Bd Louis Bernard 83250 La Londe-les-Maures France;https://www.bienetrebyso.fr/;;;;;;;;;;Traité
Bien-être by Grégory;9 Pl. de la Mairie 88540 Bussang France;http://bien-etrebygregory.fr/;;;;;;;;;;Traité
BIEN-ETRE AUX VENTS;43150 Freycenet-la-Cuche France;http://bienetreauxvents.fr/;;;;;;;;;;Traité
Bien-être au rendez-vous - Massages & Soins Holistiques - Bouguenais (Nantes Aéroport);26 Rue Aristide Briand 44340 Bouguenais France;http://www.bien-etre-au-rendez-vous.fr/;;;;;;;;;;Traité
Bien-être au Naturel;Lotissement Le Gallaz 2 Rue Claude de Buttet 73490 La Ravoire France;http://www.institut-bienetreaunaturel.fr/;;;;;;;;;;Traité
Bien-être Alsace;20 Rue du Gén de Gaulle 67560 Rosheim France;http://www.bienetrealsace.com/;;;;;;;;;;Traité
Bien-Etre à la Source - Catherine Missotte - David Ménard - Coeur d'Agate -;1 Rue des Sabotiers 56500 Radenac France;http://bienetrealasource.fr/;;;;;;;;;;Traité
Bien-être | Shiatsu | Odori-institut;768 Rue des Mirabeaux 26320 Saint-Marcel-lès-Valence France;;;;;;;;;;;
Bien-être & Vitalité Véronique Lemettre - Massage Visage & Corps - Drainage lymphatique;66 Rue Saint-Pry 62400 Béthune France;https://www.facebook.com/bienetreetvitalite;;;;;;;;;;Traité
Bien-être & Vitalité Véronique Lemettre;26 bis Rue de la Liberté 62144 Acq France;https://linktr.ee/veronique9000;;;;;;;;;;Traité
Bien-être & Sens;19 Rue d'Anet 28260 Saussay France;http://bienetreetsens.fr/;;;;;;;;;;Traité
Bien-être & Formation;30420 Calvisson France;http://www.bf-institut.com/;;;;;;;;;;Traité
Bien Naître & Eveil (massage bébé, enfant, postnatal) Réflexologie plantaire bébé, jeune enfant;73210 Aime-la-Plagne France;http://biennaitre-eveil.fr/;;;;;;;;;;Traité
Bien Hêtre;1 chemin Hartane 64410 Fichous-Riumayou France;https://bien-hetre.fr/;;;;;;;;;;Traité
bien etre thailande;5 Bd Carnot 74200 Thonon-les-Bains France;http://www.bienetrethailande.com/;;;;;;;;;;Traité
Bien Etre O Mans;Bien-Être ô Mans 147 Av. de la Libération 72000 Le Mans France;https://www.bienetreomans.fr/;;;;;;;;;;Traité
Bien Etre et Mieux Etre;26 Rue de Tours 37600 Loches France;http://www.bien-etre-et-mieux-etre.fr/;;;;;;;;;;Traité
BIEN ETRE EN LOMAGNE Association;16 bis Rue Despeyroux 82500 Beaumont-de-Lomagne France;https://www.facebook.com/associationbeel/;;;;;;;;;;Traité
Bien Etre Attitude;Novéa 727 Av. de Lançon 84400 Apt France;;;;;;;;;;;
Bien etre à Gogo;8 Rue de Rochefort 78660 Ablis France;https://www.planity.com/bien-etre-a-gogo-78660-ablis;;;;;;;;;;Traité
Bien Etre;Av. Vincent Picareau 83140 Six-Fours-les-Plages France;;;;;;;;;;;
Bien & Etre Shiatsu;Résidence Agnarello Lot 12 20166 Pietrosella France;https://www.bienetreshiatsu.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8661602426968420572;;;;;;;;;;Traité
Be'Zen (Bien-être . Yoga . Beauté);13 Av. Henri Ravera 92220 Bagneux France;http://www.centre-bezen.fr/;;;;;;;;;;Traité
BERENGERE PETIT - Massage bien-être & Energéticienne;18 Av. Forêt de Bord Bâtiment B Appartement 22 27340 Les Damps France;http://www.berengerepetit.fr/;;;;;;;;;;Traité
Belle et Bien;espace commercial la rouarde 9 44 Chem. Vieux route de 82350 Albias France;http://www.planity.com/belle-et-bien-82350-albias;;;;;;;;;;Traité
Bellavida institut de beauté & bien-être Montaigu-Vendée;33 Rue Saint-Joseph C 85600 Montaigu-Vendée France;http://www.institut-bellavida.fr/;;;;;;;;;;Traité
Bellana Formation massage bien-être. Anaïs Delobelle. Centre de formation certifié Qualiopi;85190 Venansault France;http://www.anaisdelobellemassage.fr/;;;;;;;;;;Traité
Beauté et Bien-être;32 place de la halle 45270 Ladon France;https://linktr.ee/beauteetbienetre45;;;;;;;;;;Traité
Beauté Bien-être Gourmandise;36 Rue des Merles 60600 Breuil-le-Vert France;https://bbg-blv.fr/;;;;;;;;;;Traité
Beauté bien-être by Sorana et Audrey;5 Rue de la Haie À Sorel 78990 Élancourt France;https://www.planity.com/beaute-bien-etre-by-sorana-audrey-78990-elancourt;;;;;;;;;;Traité
Beauté Bien Etre;11 Rue Jeannette Rousseau 89800 Courgis France;;;;;;;;;;;
Beauchet Morgan - Massages Bien-être à Arras - EVEIL MAGIC MASSAGES;4 Rue des Bouleaux 62217 Achicourt France;https://eveil-magic-massages.fr/;;;;;;;;;;Traité
Balinea Plaisir & Bien-être;490 Rte de Toulouse Bal 9 31620 Fronton France;http://www.soins-bio-balinea-fronton.fr/;;;;;;;;;;Traité
Ayâma – Massage bien-être, soins énergétiques et relaxation à Niort (79) et en visio;113 Rue des Marais 79000 Niort France;http://www.ayamamassage.fr/;;;;;;;;;;Traité
AyA Thaï Bien-être;68 Av. Foch 76600 Le Havre France;https://aya-thaispa.com/;;;;;;;;;;Traité
Aux sens bien-être;11 All. des Acacias 59126 Linselles France;https://www.auxsensbienetre.fr/;;;;;;;;;;Traité
Aurore bien-être;21 Chem. de la Bouscayrolle 81300 Graulhet France;https://www.massage-graulhet.fr/;;;;;;;;;;Traité
Aurora Bien-être;4 bis Rue du N 66200 Alénya France;https://linktr.ee/aurorabienetre?fbclid=IwY2xjawFfb6pleHRuA2FlbQIxMAABHch3AsQZo7-oJd2h8zyqg6TdKhlbNM3gRu12jFksxDKr9nMPIDSwHtC1QQ_aem_I6JXBiWuRHRtkVLtgw3zEg;;;;;;;;;;Traité
Aurelie Bertier Réflexologie Plantaire & Relaxation Bien-être;51b Ham. de Cantraine 62190 Lillers France;https://www.facebook.com/share/1DM7jXsxSR/;;;;;;;;;;Traité
Aups bien etre verdon;3 Rue Gabriel Péri 83630 Aups France;https://g.co/kgs/UpmZe9;;;;;;;;;;Traité
Audrey Morassi EI, Praticienne bien-être;13 Rue d'Orée 72800 Le Lude France;;;;;;;;;;;
Au Quai du Bien-Être et de la Conscience;12 Rue Sainte-Barbe 68210 Altenach France;https://www.facebook.com/auquaidubienetre;;;;;;;;;;Traité
Au gré des sens bien-être;423 route des epingliers 03350 Louroux-Bourbonnais France;http://reservationbeaute.fr/au-gre-des-sens-bien-etre-03350;;;;;;;;;;Traité
Au fil de vous - salon de thé et cabinet de soins bien-être à Metz;34 Rue de Pont-à-Mousson 57000 Metz France;https://aufildevous-lesalon.fr/;;;;;;;;;;Traité
Au Cœur du Bien-être;3 Pl. de la Mairie 39110 Andelot-en-Montagne France;https://www.au-coeur-du-bien-etre.fr/;;;;;;;;;;Traité
Au Coeur du Bien-Etre;14-18 Rue Principale 54490 Avillers France;https://www.facebook.com/profile.php?id=61555262401062;;;;;;;;;;Traité
Au Coeur Du Bien Etre;32 Rue du Grand Saint-Laumer 41150 Monteaux France;https://aucoeurdubienetre.fr/;;;;;;;;;;Traité
Au cœur de ma bulle Vanessa Hercouët Accompagnante en bien-être émotionnel;Tuilerie 85600 Montaigu-Vendée France;http://aucoeurdemabulle.fr/;;;;;;;;;;Traité
Au Coeur de L'Univers du Bien-être;27 Rue Denfert Rochereau 42260 Saint-Germain-Laval France;https://www.aucoeurdeluniversdubienetre.fr/;;;;;;;;;;Traité
Au bien-être de Perle;2 Rue de la Forge 25370 Métabief France;;;;;;;;;;;
Au bien-être de Lys;10 Pl. Saint-Nicolas 49310 Lys-Haut-Layon France;http://aubienetredelys-zen-hypnos.fr/;;;;;;;;;;Traité
Au bien-être de Lydie;5 Ham. de Ribeauvillé 02500 Aubenton France;https://www.facebook.com/aubienetredelydie02;;;;;;;;;;Traité
Au Bien-Être d’Elise;24 Rue de l'Image 72800 Le Lude France;https://www.planity.com/au-bien-etre-delise-72800-le-lude;;;;;;;;;;Traité
AU BIEN VENU;4 Chem. du Danis 31410 Noé France;http://aubienvenu.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=396880188879529294;;;;;;;;;;Traité
Au Bien Naître;46 Pl. Jean Baptiste Colbert 53940 Saint-Berthevin France;http://www.aubiennaitre.com/;;;;;;;;;;Traité
Au Bien Etre;2 Rue de Fontaine 60120 Breteuil France;https://www.planity.com/au-bien-etre-60120-breteuil-whf;;;;;;;;;;Traité
Association Qi Gong et Activités de Bien-être;25 Rue Michelet 86170 Neuville-de-Poitou France;http://qigong-neuville86.fr/;;;;;;;;;;Traité
Association L'instant zen : Béatrice Jouret et Elodie Aubanel - Organisation de Salons Bien-être, de Conférences, Formations massage bien-être, Plusieurs thérapeutes au sein de l'association.;Imp. Antoine de Saint-Exupéry 84170 Monteux France;;;;;;;;;;;
Association Espace Essentiel Relans - Cabinet santé et bien-être;17 Grande Rue 39140 Relans France;;;;;;;;;;;
Arzon Bien-être - des sens à la vie;10 Chem. du Clos Fardel 56640 Arzon France;https://des-sens-a-la-vie.jimdofree.com/;;;;;;;;;;Traité
Art-Essentiel . Massages bien-être;195 Imp. de la Chartreuse 38790 Saint-Georges-d'Espéranche France;https://art-essentiel.fr/;;;;;;;;;;Traité
Art et Bien Etre;6 bis Rue Jean Lemee 44130 Bouvron France;http://www.institut-artbienetre.com/;;;;;;;;;;Traité
Aromana - Massages & Bien-être;100 All. du Comminges 31770 Colomiers France;https://www.aromana.fr/;;;;;;;;;;Traité
Appart Bien Etre;7 Rue André du Vigneau 41170 Sargé-sur-Braye France;http://appart-bien-etre.booksy.com/;;;;;;;;;;Traité
Anne-Lise Raffaelli – Massages bien-être à domicile | Da Mani à l’Anima;74 Cardiccia 20290 Monte France;https://www.damanialanima.fr/;;;;;;;;;;Traité
Anne Lasry L'Eure Séance Bien-Être;15 Rue des Vignes 27920 Saint-Pierre-de-Bailleul France;https://leureseancebienetr.wixsite.com/website;;;;;;;;;;Traité
Animatrice Bien Etre;Château du Rte de Chemazé 53200 Château-Gontier-sur-Mayenne France;https://www.manuella-animatrice-bienetre.fr/;;;;;;;;;;Traité
Andrés Marín praticien en massage bien-être;Institut concept soleil 45 Rue de Provence 75009 Paris France;https://www.planity.com/marin-zuleta-andres-75009-paris;;;;;;;;;;Traité
ANCESTRAL -Bien Etre;80 impasse de la fonza 43200 Saint-Maurice-de-Lignon France;https://www.facebook.com/spa.massage.bien.etre/;;;;;;;;;;Traité
ANATY bien-être | Séverine Rabalison;49 bis Rue Aristide Briand 95520 Osny France;https://www.anaty-bien-etre.fr/;;;;;;;;;;Traité
Anandena – Studio de Yoga & Bien-être;11 Rue de Berlencourt 62810 Estrée-Wamin France;http://anandena.fr/;;;;;;;;;;Traité
Amsolmassage, Massage bien-être, relaxant, prénatal, drainant, sportif;9 Rue Prte de la Ville 78680 Épône France;https://www.planity.com/amsol-massages-78680-epone;;;;;;;;;;Traité
Amma assis / Massage bien-être Valérie NOTH - Deux Mains Pour Soi;9 Rue des Biches 77183 Croissy-Beaubourg France;https://valerie2mains0.wixsite.com/website;;;;;;;;;;Traité
Améthyste Bien-être (Massages bien-être);9 Rue des Aubépines 86240 Smarves France;http://amethyste-bien-etre.fr/;;;;;;;;;;Traité
Améthyste Bien-être;27 Rue Georges Colson 78700 Conflans-Sainte-Honorine France;https://www.amethystebienetre.fr/;;;;;;;;;;Traité
Âme & Sens massage bien-être;1 Pl. de l'Église 29710 Plogastel-Saint-Germain France;https://amesensmassage.kalendes.com/;;;;;;;;;;Traité
Ambition Bien-être;5C rue Malraux Entrée côté cour - RDC 21000 Dijon France;http://www.ambition-bien-etre.fr/;;;;;;;;;;Traité
AM massage bien-être - Sur-mesure, prénatal, drainage, madéro & kobido - Montrouge;12 Rue Couprie 92120 Montrouge France;https://ammassagebienetre.com/;;;;;;;;;;Traité
ALOHA Massage Bien-Etre;5 Av. du Rivage 80100 Abbeville France;http://aloha-massagebienetre.fr/;;;;;;;;;;Traité
Alicia massage bien-être;2 Rue de Meren 83340 Le Luc France;;;;;;;;;;;
Aless'entiel – Massage & bien-être à Massongy/ Douvaine;29 Rte de l'Église 74140 Massongy France;;;;;;;;;;;
Alaia Cristal Bien-être;21 Rue des Charmes 79000 Bessines France;https://www.alaia-cristal-bienetre.fr/;;;;;;;;;;Traité
Akissi Bien-etre;8 Rue Bulot 03200 Vichy France;http://www.akissibienetre.com/?utm_source=gmb;;;;;;;;;;Traité
Aix Bien Etre;14 Av. Jean Moulin 13100 Aix-en-Provence France;;;;;;;;;;;
A'Hotu Massage - Massage bien-être - Massage personnalisé - Massage Deep-Tissue;8 Rue de L'Ancienne Ferme 68600 Volgelsheim France;https://www.facebook.com/ahotumassage/;;;;;;;;;;Traité
AH ! Massage-bien-être et Savoir-faire Rebozo;5 Rue Guillaume Michel 50180 Agneaux France;http://www.ah-bien-etre.fr/;;;;;;;;;;Traité
Agnès M Bien-être;174 Av. nationale 72230 Arnage France;https://sites.google.com/view/agnesmbienetre?usp=sharing;;;;;;;;;;Traité
Adrien Lacassaigne Massage Bien-être.;310 Rue de la Moinerie 37380 Neuillé-le-Lierre France;https://www.adrienlacassaigne.fr/;;;;;;;;;;Traité
adella bien-être;1 Rue Albert Camus 57255 Sainte-Marie-aux-Chênes France;https://www.adella.fr/blank-3;;;;;;;;;;Traité
Action Relaxation & Bien-être;81120 Terre-de-Bancalié France;https://relaxaction.wixsite.com/website;;;;;;;;;;Traité
A'corps et Equi'Libre - Réflexologie et Massages Bien-être dans le Jura;8 Rue des Tirettes 39300 Crotenay France;https://www.facebook.com/acorpsetequilibre;;;;;;;;;;Traité
Accordesoi (massage bien-être);27 Chem. du Cortelet 73210 Aime-la-Plagne France;;;;;;;;;;;
Abhyanga Massage Bien-être;2 Rue des Sauges 26450 Charols France;https://www.abhyanga-massagebienetre.com/;;;;;;;;;;Traité
ABBIES MY BIEN ETRE;8 Av. Henri Barbusse Etage 1 95470 Fosses France;https://www.abbies.fr/;;;;;;;;;;Traité
A L'Equilibre: Centre Medico esthétique et Bien-être;2 Rue du Four À Chaux 91540 Mennecy France;https://www.alequilibre91.fr/;;;;;;;;;;Traité
A l'aube du bien-être;369 Sente Sainte-Venise 76230 Bois-Guillaume France;http://www.aubedubienetre.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16861474681468188823;;;;;;;;;;Traité
À la recherche du bien-être;93 Rue Georges Médéric 94700 Maisons-Alfort France;;;;;;;;;;;
À la Croisée des Étoiles. Praticienne certifié en Massages Bien-Être et Énergétique. Fasciathérapie Tissual Balancing.;L'Envolée 36 Rue Jean Jaures 56400 Auray France;https://www.alacroiseedesetoiles.com/;;;;;;;;;;Traité
A Corps de Soi Bien-Être Massage;1 Ter Rte de Paris 76240 Bonsecours France;http://acorpsdesoimassage.com/;;;;;;;;;;Traité
A Corps Bien-Etre;25 bis Rue Neuve 19200 Saint-Angel France;https://acorpsbienetre.fr/;;;;;;;;;;Traité
110 Fusion Zen Espace bien-être : massages, soins énergétiques holistiques (Reïki, Lahochi..), Formations certifiantes;42 bis Rue de Comprian 33980 Audenge France;https://110fusionzen.com/;;;;;;;;;;Traité
